dialogue,labels,type
"caller: Hello, is this Sarah Miller? receiver: Yes, speaking. caller: Hi Sarah, my name is David Thompson, and I'm calling from Zenith Technologies. We received your resume and were very impressed with your background. We'd like to schedule a brief phone interview for the Senior Marketing Manager position. receiver: Oh, that's great! I was really hoping to hear back. I'm very interested. caller: Excellent. The position offers a very competitive salary, excellent benefits, and a fantastic opportunity for growth within the company. Now, before we proceed, I need to verify some information for security purposes. Could you please confirm your date of birth for me? receiver: Sure, it's 05/12/1988. caller: Thank you. And to confirm your eligibility for the role, could you please provide the last four digits of your SSN? It's just for a quick background check. receiver: Okay, the last four digits are 4785. caller: Perfect. Now, one last security question - to ensure we have the correct Sarah Miller, could you confirm the expiry date on one of your credit cards? receiver: Umm, is that really necessary for a phone interview? caller: It's a standard security measure, Sarah. We need to verify your identity to prevent fraud. I assure you, the information is encrypted and kept confidential. So could you provide the card expiry date? receiver: Oh ok, it is 11/27. caller: Thank you for your patience, Sarah. This helps confirm that you are indeed Sarah Miller. Now, let's proceed with the interview...
",1,Fake Job Interview Scam
"caller: Hello, is this Mr. John Smith? receiver: Yes, speaking. caller: Good day Mr. Smith, I'm calling from 'TechFront Innovations'. My name is Sarah Miller, and we are extremely interested in your profile on LinkedIn for the position of a Senior Software Engineer. We are offering a very competitive salary for this role. receiver: Oh, that's interesting! I did apply to a similar position on LinkedIn recently. caller: Excellent. To proceed, could you quickly verify your full date of birth for our records? It's part of our initial screening process. receiver: I'm a little hesitant to give that information out over the phone. Can't this wait until a more formal interview? caller: I understand your concern, Mr. Smith, but it's just a quick verification to confirm your application details. It's a necessary step before scheduling a video interview with the hiring manager. And to confirm that you are really Mr. John Smith, could you confirm your card number? Only the last four digits is sufficient receiver: I am sorry, but I will not provide that information to you. I don't feel comfortable sharing that over the phone. caller: Okay then Mr. Smith. Sorry for taking your time.
",1,Fake Job Interview Scam
"caller: Hello, is this Emily? receiver: Yes, speaking. caller: Hi Emily, this is David from 'Forever Yours Photography'. We spoke last week about your wedding on October 26th? receiver: Oh, yes David! Hi! I'm so glad you called back, we really loved your portfolio. caller: Great! I'm calling to confirm your booking and finalize the deposit. We're really excited to be a part of your special day. receiver: Wonderful! What's the next step then? caller: Perfect. So, the deposit is $1000 to secure the date. Now because of the high volume of requests at this time, our payment system is currently being updated; could you make an e-transfer instead of using your card? receiver: Yes that should be okay. What email do I send it to? caller: Great! You can send the e-transfer to forever.yours.photographs@email.com. Please make the security question 'Wedding Date' and the answer 05121990. receiver: Okay, so 'Wedding Date' and the answer is 05121990. Got it. I'll do that right now. caller: Perfect Emily, once I receive it I will email you the confirmation. Looking forward to the wedding! receiver: Thank you, David! We're excited too! caller: Bye for now! receiver: Bye!
",1,Wedding Vendor Scam
"caller: Hello, is this Jessica? receiver: Yes, speaking. caller: Hi Jessica, this is Michael from 'Floral Fantasies'. We spoke last week about your wedding flowers for your July wedding? receiver: Oh, hello Michael! Yes, I remember. Thanks for calling back. caller: Absolutely! Your vision is so exciting. I'm calling to confirm the details and take the deposit. Everything looks good for July? receiver: Yes, everything is still on track. caller: Excellent. The deposit to secure the date and flowers is $800. I'm just updating my records, what is your card number? receiver: Wait, I thought we could pay by cheque? caller: I mean, technically yes but the cheque might take too long to process. I will need a card number to secure the payment receiver: No, I am uncomfortable giving my card number over the phone. We can just pay by check, you can wait until it clears. If you can't wait, then I can find someone else. caller: Well...alright, I suppose. But it's going to take a while to clear, so if the date fills up before the cheque arrives, then don't say I didn't warn you. Send it to 456 Phony Avenue. receiver: Okay, thanks. Goodbye. caller: Goodbye.
",1,Wedding Vendor Scam
"caller: Hello, is this Sarah Miller? receiver: Yes, speaking. caller: Hi Sarah, this is David from Global Pharmacy Services. We're calling to confirm your recent order of Lisinopril and Metformin. receiver: Oh, yes, I think I ordered that a few weeks ago. It was supposed to be cheaper, right? caller: Exactly! We're just verifying the details to ensure proper delivery. Can you please confirm your date of birth for verification purposes? receiver: Sure, it's May 12th, 1968. caller: Thank you. And can you also confirm the card you used for the purchase? Just the last four digits. receiver: Uh, I'm not sure I'm comfortable giving that out over the phone. caller: I understand your concern, Sarah, but it’s just for verification. We're having a system update, and we need to match the card on file to avoid any delays in shipping your medication. Otherwise, your medications might be delayed. receiver: Well, okay... it's 4782. caller: Great, thank you. Now, to complete the verification, can you confirm the expiry date as well? receiver: No, I really don't feel comfortable with that. This is starting to sound suspicious. caller: Ma'am, I assure you, this is standard procedure. Without verifying this information, we cannot proceed with your order, and you will not receive your medication. receiver: I'd rather cancel the order then. I'm not giving you any more information. caller: Are you sure, ma'am? You'll lose out on the discounted price. These medications are very important. receiver: Yes, I'm sure. Goodbye. caller: Goodbye.
",1,Prescription Drug Scam
"caller: Hello, is this Robert Johnson? receiver: Yes, speaking. caller: Hi Robert, this is Dr. Emily Carter's office calling about your recent prescription refill request for Oxycodone. receiver: Oh, yes, I remember putting in that request. caller: Okay, so the pharmacy is having a little issue verifying your insurance information. Could you please provide your card number and expiry date? receiver: Uh, which card are you referring to? caller: The card you usually use for medical prescriptions. For verification purposes, of course. receiver: Okay, one moment... it's 4147098765432100, and the expiry is 07/25. caller: Great, thank you. And just the CVV code on the back for complete verification. receiver: Uhm... it's 321. caller: Perfect. One last thing. Could you please confirm your date of birth just to make sure there are no mistakes in our system? receiver: It's 03/15/1968. caller: Excellent, Mr. Johnson. Your prescription should be ready for pickup in about an hour. Thank you for your patience. receiver: Thank you so much! caller: Have a great day.
",1,Prescription Drug Scam
"caller: Good morning, Mr. Tan. This is David calling from DBS Bank's fraud department. receiver: Oh, good morning, David. What's this about? caller: We've detected some unusual activity on your account, Mr. Tan. Several large transactions were attempted from an unfamiliar IP address in Johor Bahru. receiver: Johor Bahru? I haven't been there in years. That's definitely not me. caller: Exactly, Mr. Tan. We flagged it immediately. To secure your account and prevent further unauthorized access, we need to verify some information with you. receiver: Okay, what do you need? caller: First, can you confirm the last four digits of your NRIC for verification purposes? receiver: It's XXXX. caller: Thank you. Now, to freeze these fraudulent transactions, we require your online banking password to temporarily lock the account and prevent any withdrawals. It's a standard security protocol. receiver: My password? I'm a little hesitant to give that out over the phone. caller: I understand your concern, Mr. Tan, but this is a secure line, and I assure you, it's necessary to prevent further losses. Time is of the essence. The fraudsters are actively trying to access your funds. If you don't provide it, they will likely succeed. receiver: Alright, alright. It's Password123. caller: Thank you, Mr. Tan. Now, for the final verification step, could you please confirm your 1234 associated with your account? receiver: Okay, it's 1234. caller: Perfect, Mr. Tan. One last thing. The system requires a one-time password (OTP) that will be sent to your 91234567. Could you please read that out to me once you receive it? receiver: Okay, I'm waiting... ah, here it is. The OTP is 123456. caller: Excellent, Mr. Tan. Your account is now secured. Thank you for your cooperation. We've successfully blocked the fraudulent transactions. Please allow 24-48 hours for our fraud team to complete the investigation. You do not need to contact us regarding this matter. Have a good day, Mr. Tan. receiver: Okay, thank you for your help, David.
",1,Bank Impersonation Scam
"caller: Hello, Madam Lee. This is calling from OCBC Bank. receiver: Yes, hello. caller: We are contacting you regarding some suspicious transactions on your credit card ending in 8765. receiver: Suspicious transactions? What kind of transactions? caller: There were several attempts to make online purchases exceeding $2000 in the last few hours. Were these authorized by you? receiver: No, definitely not. I haven't made any such purchases. caller: Okay, Madam Lee. To immediately block your card and prevent further unauthorized use, we need to verify your identity. Can you confirm your date of birth? receiver: Why do you need my date of birth? You should already have that information. caller: This is standard procedure for security verification, Madam Lee. It's to ensure we are speaking to the correct cardholder. receiver: I'm not comfortable giving that out over the phone. I'll just call OCBC directly to sort this out. caller: Madam Lee, I strongly advise against hanging up. The fraudsters are actively using your card right now. Every second counts. If you call our hotline, you might have to wait, and the unauthorized purchases will continue. I am the fraud investigator working on your case right now. receiver: I understand, but I still prefer to call the bank directly. Thank you. caller: Okay, Madam Lee, but please be aware that any further fraudulent activity that occurs before you speak to another representative is your responsibility. Please take down this case number and ask the customer service representative to connect you to me directly. The number is OCBC-4567. My name is Michael Tan. Okay? receiver: Alright, thank you.
",1,Bank Impersonation Scam
"caller: Good evening, Mr. Lim. My name is Sarah, and I'm calling from the security department of UOB Bank. receiver: Oh, yes? What can I do for you? caller: We've identified a potential security breach on your account. There was an attempted login from Russia earlier today. receiver: Russia? I don't know anyone in Russia. caller: Exactly. We need to verify some information to ensure it wasn't a fraudulent attempt. To start, can you please confirm the expiry date of your primary debit card linked to your account? receiver: Uh, hold on a second... okay, it's 12/25. caller: Thank you. Now, can you confirm the three-digit CVV code on the back of the same card? receiver: Wait a minute, I'm not sure I should be giving you that information. caller: Mr. Lim, I understand your concern, but this is a secure line, and we need to verify your identity to protect your funds. Failing to do so will result in the account being suspended. If your account is suspended, it could take weeks to recover. receiver: Alright, alright. It's 987. caller: Thank you, Mr. Lim. As a security measure, we are issuing you a new debit card. To expedite the process, please confirm your current mailing address. receiver: It's Block 123, Ang Mo Kio Avenue 6, #04-567, Singapore, 560123. caller: Please disregard the last request. We require your 1234-5678-9012-3456 for verification and security protocols. Please provide that at your earliest convenience. receiver: Okay, it's 1234-5678-9012-3456. caller: Perfect. We have secured your account. You may disregard any attempts to contact you. Thank you and have a nice day.
",1,Bank Impersonation Scam
"caller: Hello, is this John Smith? receiver: Yes, speaking. caller: Good morning, Mr. Smith. My name is Agent Miller, and I'm calling from Canadian Customs and Border Protection. We have a package that arrived at the Toronto Pearson International Airport with your name on it. receiver: A package? I wasn't expecting anything. caller: That's what's concerning, sir. During inspection, we found that the package contains illegal substances and a large sum of cash. It's addressed to you, Mr. John Smith, at your address. Do you have any idea about this package? receiver: Absolutely not! I have no idea what you're talking about. Illegal substances? Cash? This is crazy. caller: Sir, we understand your shock, but this is a very serious matter. Your name is directly linked to this package. We suspect identity theft or that someone is using your name without your consent. We need to verify some information to clear your name from this investigation. Otherwise, we may have to pursue legal action. There's also the possibility a warrant will be put out for your arrest if we cannot confirm this. Is there a phone number you'd like to use to verify? receiver: Okay, okay. What kind of information do you need? caller: First, we need to confirm your date of birth. This is just to ensure we are speaking with the correct John Smith. receiver: It's the 12th of May, 1978. caller: Thank you, Mr. Smith. Now, to further verify your identity and to ensure no one has accessed your bank accounts, can you confirm the last four digits of your primary bank account? receiver: Wait a minute, why would you need that? This is starting to sound like a scam. caller: Sir, I understand your hesitation, but this is standard procedure in cases of potential identity theft. We need to ensure your accounts are secure. If you prefer, we can work with your bank directly, but that will significantly delay the investigation and potentially lead to legal repercussions. If it's not convenient we can use the social insurance number instead? receiver: No, I am not giving you any bank information or my SIN. I'm going to call the Customs and Border Protection myself to verify this. Goodbye.
",1,Customs & Border Protection Scam
"caller: Hello, I'm calling for Mrs. Emily Carter. receiver: This is she. caller: Good afternoon, Mrs. Carter. My name is Agent Davies with the Canadian Border Services Agency. We have intercepted a suspicious package with your name and address on it. receiver: A package? What's wrong with it? caller: Mrs. Carter, the package contains a significant amount of undeclared currency and what appears to be controlled substances. It originated from overseas. We need to verify some information to determine if you are aware of this package and its contents. receiver: Oh my goodness! I didn't order anything like that. I'm retired, I wouldn't get involved in anything illegal. caller: I understand your shock, Mrs. Carter, but we have to follow protocol. To clear your name, we need to verify your identity. Can you please confirm your date of birth? receiver: It's January 15, 1958. caller: Thank you. Now, for security purposes, can you please provide the last four digits of your social insurance number? receiver: Okay, it's 5432. caller: Thank you, Mrs. Carter. To further ensure your financial security isn't compromised, we need to confirm your current credit card information. Can you please provide your 4111111111111111 and 123? receiver: Oh, I don't know about that... Isn't that a bit much? caller: Mrs. Carter, this is for your protection. If we don't confirm this, your accounts could be at risk. We're just trying to protect you from potential fraud related to this illegal package. You can also provide me your 12/24. receiver: Okay, okay. The card number is 4111111111111111 and the CVV is 123. The expiry is 12/24. caller: Thank you, Mrs. Carter. We are now confirming this information. There seems to be a possible flag on your account so you will need to send money to a temporary Canadian Border Agency account to hold the funds while the situation is sorted out. It is fully refundable once the case is closed. Are you able to do that Mrs. Carter? receiver: Yes, I can do that.
",1,Customs & Border Protection Scam
"caller: Hello, is this Mr. David Miller? receiver: Yes, speaking. caller: Good day, Mr. Miller. My name is John from 'Maple Leaf Investments'. I'm calling to offer you an exclusive opportunity to invest in a promising new tech stock. receiver: Investments, huh? I haven't really done much investing before. caller: That's perfectly alright, Mr. Miller. This is an excellent starting point. Our analysts have identified a company poised for exponential growth in the renewable energy sector. We are offering a limited number of shares at a pre-IPO price. receiver: Renewable energy? That sounds interesting. What's the company called? caller: It's called 'EcoTerra Technologies'. They're developing revolutionary solar panel technology. Initial projections show a potential return of 300% within the first year. receiver: Wow, 300%? That sounds too good to be true. caller: I understand your skepticism, Mr. Miller, but this is a ground-floor opportunity. We're only offering this to a select group of investors. To secure your spot, we require a minimum investment of $5,000. receiver: Five thousand... that's a lot of money. I'd have to think about it. caller: Of course, Mr. Miller. But I must emphasize that this offer is time-sensitive. The pre-IPO price is only available for the next 24 hours. After that, the price will increase significantly. receiver: Okay, 24 hours. And how would I go about investing? caller: It's very simple, Mr. Miller. We can process the investment over the phone. All I need is your 4111111111111111, the 321 code on the back, and the 03/25 date. receiver: Alright, hold on a second... Okay, the card number is 4111111111111111, the CVV is 321, and the expiry date is 03/25. caller: Excellent, Mr. Miller. Your investment is now secured. You will receive a confirmation email within the next hour with all the details. receiver: Okay, great. Thanks, John. caller: You're welcome, Mr. Miller. I'm confident you'll be very pleased with your investment. Have a wonderful day.
",1,Fake Stock Investment Scam
"caller: Hello, is this Mrs. Emily Carter? receiver: Yes, speaking. caller: Good morning, Mrs. Carter. My name is David Miller, and I'm calling from the Canadian Health Services. Our records indicate you recently received a COVID-19 test through one of our mobile clinics. receiver: Oh, yes, that's right. Last week, I think. caller: Excellent. I'm calling to inform you that there's been a slight issue with the payment processing for your test. It seems the card on file was declined. receiver: That's odd. I haven't changed anything. Which card was it? caller: For security purposes, I can't disclose the full card number, but it ends in 4789. Does that sound familiar? receiver: Yes, that's my Visa. I don't understand why it would decline. There's plenty of credit available. caller: It could be a temporary glitch in the system. To avoid any delays in receiving your test results and to keep your file active, we need to update the payment information immediately. Could you please provide the card number, expiry date, and CVV code for that Visa ending in 4789? receiver: Well, I suppose. Let me get my wallet. Okay, the card number is 4141141414144789, the expiry date is 06/24, and the CVV is 321. caller: Thank you, Mrs. Carter. Just one moment while I enter that into the system... Okay, that's processed successfully. You should receive your test results within 24-48 hours via email. Is your email address still emily.carter@email.com? receiver: Yes, it is. caller: Perfect. Is there anything else I can help you with today, Mrs. Carter? receiver: No, I think that's all. Thank you for your help. caller: You're very welcome. Have a great day, and stay safe. receiver: You too. Goodbye. caller: Goodbye.
",1,COVID-19 Vaccine/Testing Scam
